# 42 個地圖區塊的字串表
# 機器產生，不要手改（tools/extract_strings.py）
blk:game1:0:1	\x0DEntering Quartz.\x0D
blk:game1:34:75	\x0DShelves with jars of preserved organs.\x0D
blk:game1:34:76	\x0DChalked on the wall:\x0D Dugan, B -- Rad overdose\x0D Christensen, C -- Anthrax\x0D Gonif, T -- Cirrhosis\x0D
blk:game1:34:77	\x0DSpam's desk. Sheets of explosive-proof glass stretch from ceiling to floor.\x0D
blk:game1:34:78	\x0DSpam Shade looks up at you. Read paragraph 61.\x0D
blk:game1:34:79	\x0DHe sees your ruby ring. Read paragraph 158.\x0D
blk:game1:34:80	\x0DGoing back to his work, Sam says: "I suppose you wanna know about the Bloodstaff." Read paragraph 29.\x0D
blk:game1:34:81	\x0DYou didn't open it!\x0D
blk:game1:34:82	A lot of angry robot-cops are coming your way.\x0D
blk:game1:34:83	The robot-cop by the desk jumps up, pistol ready.\x0D
blk:game1:34:84	A young punk with a Mohawk rushes you.\x0D
blk:game1:34:85	\x0D"Okay, well, come back when you do want it repaired. "He goes back to his game.\x0D
blk:game1:34:86	TODD
blk:game1:34:87	\x0D"Todd? Whoof." He looks shaken. We've had our eyes on that scumbag for some time. We'll keep our eyes open, but he is one BAD dude.\x0D
blk:game1:34:88	\x0D"Good to know you!"\x0D
blk:game1:34:89	\x0D"Thank you."\x0D
blk:game1:34:90	\x0DCome back when you have the cash.\x0D
blk:game1:34:91	\x0D"Your jeep is now fixed. Be careful where you drive it. There have been some strange murders in these parts lately. If you see anyone suspicious, report it to the police. Bye!" He goes back to sleep.\x0D
blk:game1:34:92	Below a sign saying ALARM are two buttons. Push which one?\x0D\x11\x100\x0D\x101\x0D
blk:game1:34:93	0
blk:game1:34:94	1
blk:game1:34:95	\x0DYou hear a distant rumbling and grinding, then silence.\x0D
blk:game1:34:96	\x0DCLICK.\x0D
blk:game1:34:97	\x0DThis is the police armory.\x0D
blk:game1:34:98	\x0DThe massive door lies open.\x0D
blk:game1:34:99	\x0DThe jeep is too complicated for you to use.\x0D
blk:game1:34:100	\x0B attacks
blk:game1:34:101	\x0B snaps a shot off
blk:game1:34:102	\x0B's gun spits lead
blk:game1:34:103	Bright energy streams from \x0B
blk:game1:34:104	\x0B empties a clip
blk:game1:34:105	\x0B hurls a handful of death
blk:game1:34:106	\x0B blasts a rocket off
blk:game1:34:107	hits \x0F 
blk:game1:34:108	 for 
blk:game1:34:109	hits \x0F 
blk:game1:34:110	\x0F 
blk:game1:34:111	 \x0Ais\x0Aare\x0A stitched full of bullets for 
blk:game1:34:112	melts into \x0F 
blk:game1:34:113	punches a hole in \x0F 
blk:game1:34:114	immolates \x0F 
blk:game1:34:115	 but fail\x0As\x0A\x0A to inflict any damage
blk:game1:34:116	 drills 
blk:game1:34:117	 blazes away at 
blk:game1:34:118	 sprays 
blk:game1:34:119	 triggers a burst at 
blk:game1:34:120	 fries 
blk:game1:34:121	 toasts 
blk:game1:34:122	 and hits for 
blk:game1:34:123	 wallop\x0As\x0A\x0A 
blk:game1:34:124	 brutally pummel\x0As\x0A\x0A 
blk:game1:34:125	 pounds 
blk:game1:34:126	 thrashes 
blk:game1:34:127	 pounces on 
blk:game1:34:128	 whomps on 
blk:game1:34:129	 and peppers \x0Ehim\x0Eher\x0Eit\x0E
blk:game1:34:130	 and shreds \x0Ehim\x0Eher\x0Eit\x0E
blk:game1:34:131	 spinning \x0A\x0Ehim\x0Eher\x0Eit\x0E\x0A\x0F of them\x0A into a dance of death
blk:game1:34:132	 sending \x0A\x0Ehim\x0Eher\x0Eit\x0E\x0A\x0F of them\x0A to meet \x0A\x0Ehis\x0Eher\x0Eits\x0E\x0Atheir\x0A maker
blk:game2:35:1	\x0DThe explosion blasts chunks of wall free and showers you with fragments. When the smoke clears you see a hole in the wall.\x0D
blk:game2:35:2	\x0DDespite your determined attack the wall does not yield.\x0D
blk:game2:35:3	\x0DA ragged hole has been blasted through the wall here.\x0D
blk:game2:35:4	\x0DMetal screams and is twisted horribly out of shape by the blast, but the massive bronze doors still stand.\x0D
blk:game2:35:5	\x0DYou assault the door as best you can but it does not yield to your efforts.\x0D
blk:game2:35:6	\x0DThe Citadel doors are massive and wholly made of bronze. Each stands 25 feet high and is inscribed with Guardian sayings.\x0D
blk:game2:35:7	\x0DThe doors, blackened by a blast, are dented and torn, yet they still stand to defy invaders.\x0D
blk:game2:35:8	\x0DThe second explosion is too much for the doors. Torn from their hinges they land inside with a booming crash!\x0D
blk:game2:35:9	\x0DEven in their weakened condition the doors are impervious to your feeble attempts to broach them.\x0D
blk:game2:35:10	\x0DFlash burns on the walls and twisted metal hinges are all that mark where the Citadel's bronze doors once hung.\x0D
blk:game2:35:11	\x0DScreams of outrage echo in the grand hallway and the first Guardians arrive to dispute your passage.\x0D
blk:game2:35:12	\x0DThese walls, while not as solidly built as some of the exterior walls, were built to shrug off any attack.\x0D
blk:game2:35:13	\x0DThis is the Guardian's Grand Hallway. The vaulted ceiling is lost in darkness above you.\x0D
blk:game2:35:14	\x0DDebris from the blasted doors crunches beneath your feet.\x0D
blk:game2:35:15	\x0DThe door blocking your path is stout and constructed of thick wood bound by iron. It is locked.\x0D
blk:game2:35:16	\x0DYour attempt at opening the door, however humble it may have been, is successful.\x0D
blk:game2:35:17	\x0DThe door resists your attempt to open it.\x0D
blk:game2:35:18	\x0DSplinters and fragments of wood hanging upon fireblack hinges are all that remain of the door that once was here.\x0D
blk:game2:35:19	\x0DThe badly battered remnants of a door sag against the wall.\x0D
blk:game2:35:20	\x0DHigh black obsidian walls erupt from the valley floor like ebony teeth. Pennants fly and guards patrol along the tops.\x0D
blk:game2:35:21	\x0DDespite their antiquity, these sheer walls are very strong. Archerports honeycomb them and guards are seen all over.\x0D
blk:game2:35:22	\x0DThe walls arch high over you like frozen waves, and you get the distinct impression this place is very well defended.\x0D
blk:game2:35:23	\x0DThe walls here are somewhat weaker looking than elsewhere yet you know it will take great force to knock them down.\x0D
blk:game2:35:24	\x0DThese interior walls are built of layered stone and seem built to withstand a siege.\x0D
blk:game2:35:25	\x0DTouching the interior wall you know it is solid, but you sense a hidden weakness that makes it vulnerable.\x0D
blk:game2:35:26	\x0DThe walls are warm to the touch and were carved from the native rock. In places you see sayings inscribed in gold leaf.\x0D
blk:game2:35:27	\x0DOpen doorway.\x0D
blk:game2:35:28	Standing out in the open, as if he is afraid of nothing, is a giant of a man in heavy, black armor.\x0D
blk:game2:35:29	From behind you hear a roar of fury! "Defile the Temple! Never while I yet live!"\x0D
blk:game2:35:30	\x0DReverently carved into the wall here is the legend, "Free with your paid subscription..."\x0D
blk:game2:35:31	\x0DThe safe door is made of a strange gray metal that looks too solid to blast.\x0D
blk:game2:35:32	\x0DYou neatly open the door.\x0D
blk:game2:35:33	\x0DGuardian of the Old Order Armory.\x0D
blk:game2:35:34	\x0DA note is attached to the key. It says, "Key 4 of 4."\x0D
blk:game2:35:35	\x0DCLICK!\x0D
blk:game2:35:36	\x0DYou notice a pressure plate all around the energy weapon rack. Any movement in here might set off the bomb in back.\x0D
blk:game2:35:37	\x0DIt was touch and go but you managed to disarm the bomb.\x0D
blk:game2:35:38	\x0D*****BOOM*****\x0D
blk:game2:35:39	\x0DThat click sounded like a booby trap arming itself. Any movement will probably trigger it.\x0D
blk:game2:35:40	\x0DYour movement set off the hidden bomb.\x0D
blk:game2:35:41	\x0DThis burned-out shell of a room used to be the Guardian Armory before Rangers remodeled it.\x0D
blk:game2:35:42	Hastily pulling on armor and checking their weapons, a group of Guardians prepares to stop your rampage.\x0D
blk:game2:35:43	Screaming insanely, a Guardian leaps at you from ambush. She clutches two spikes designed to puncture armor.\x0D
blk:game2:35:44	\x0DFrom inside the west office you hear a voice call out, "I thought I told you I would see no one today, Sister Wrath."\x0D
blk:game2:35:45	\x0DA live grenade bounces into the doorway. "Chew on this, infidel slime!"\x0D
blk:game2:35:46	\x0DYou leap back as the grenade explodes...\x0D
blk:game2:35:47	The Guardian facing you sighs. "Why does it always happen in my shift?" He raises a strange weapon and shoots.\x0D
blk:game2:35:48	\x0DBack to the desert.\x0D
blk:game2:35:49	\x0DCarved into the side of a mountain you see a huge black structure you recognize as the Guardian Citadel. Read paragraph 85.\x0D
blk:game2:35:50	\x0DA small red flag gently waves in the breeze.\x0D
blk:game2:35:51	\x0DA defender on the wall yells, "Leave, wasteland scum, you are not old enough to die here."\x0D
blk:game2:35:52	\x0DA voice booms from the Citadel. "You would be a fool to dream of assaulting the Citadel."\x0D
blk:game2:35:53	\x0DThis close to the Citadel you realize you've not got the armor it would take to survive an assault on this place.\x0D
blk:game2:35:54	\x0DAnother look at those black obsidian walls also tells you that you don't have the weapons to crack this nut yet.\x0D
blk:game2:35:55	\x0DKitchen Doorway.\x0D
blk:game2:35:56	\x0DGuardian Mess Hall.\x0D
blk:game2:35:57	\x0DGuardian Museum.\x0D
blk:game2:35:58	\x0DThis wall is covered by the gloriously beautiful Premacorin mural "The Cycle of Man." Read paragraph 20.\x0D
blk:game2:35:59	\x0DThis dining table is tipped over to provide cover.\x0D
blk:game2:35:60	\x0DThis is a massive kitchen workbench.\x0D
blk:game2:35:61	\x0DA bank of soot-stained ovens stands here.\x0D
blk:game2:35:62	\x0DThis is a huge cauldron with thick stew bubbling in it.\x0D
blk:game2:35:63	\x0DPiously written on this wall is the saying, "Reach out and touch someone."\x0D
blk:game2:35:64	\x0DDelicately painted on this wall are the words, "Tastes Great!"\x0D
blk:game2:35:65	\x0DArtistically inscribed at eye level are the words, "We're #2, but we try harder."\x0D
blk:game2:35:66	\x0DHere a bold hand has written, "Less Filling!"\x0D
blk:game2:35:67	\x0DThe following is written in gentle script: "All beef and beef byproducts. Is your dog worth it?"\x0D
blk:game2:35:68	\x0DSplashed on the wall with red paint is the legend, "We're looking for a few good men."\x0D
blk:game2:35:69	Guardians leap up from behind the table and attack!\x0D
blk:game2:35:70	A huge chef leaps out and attacks screaming, "My souffle, you have ruined it!"\x0D
blk:game2:35:71	From deep inside the museum shots ring out.\x0D
blk:game2:35:72	\x0DThe lights are off in the case and the smoky glass makes it nearly impossible to see what is inside the case.\x0D
blk:game2:35:73	\x0DYou opened the case successfully...\x0D
blk:game2:35:74	\x0D...and in doing so blew the case and the things it contained to bits!\x0D
blk:game2:35:75	\x0DThe display case defies your efforts to open it.\x0D
blk:game2:35:76	\x0DEmpty display case.\x0D
blk:game2:35:77	\x0D...and bashed everything in the case to dust.\x0D
blk:game2:35:78	\x0DFor the first time you get a look at the massive bronze doors shut against your attack. The word is formidable. You realize this cul-de-sac is a killing zone tailor made to protect the defenders and destroy the attackers.\x0D
blk:game2:35:79	\x0B attacks
blk:game2:35:80	\x0B clicks a shot off
blk:game2:35:81	\x0B's gun lets fly
blk:game2:35:82	Waves of energy flash from \x0B
blk:game2:35:83	\x0B empties a clip
blk:game2:35:84	\x0B hurls a handful of death
blk:game2:35:85	\x0B launches a shell
blk:game2:35:86	hits \x0F 
blk:game2:35:87	 for 
blk:game2:35:88	nails \x0F 
blk:game2:35:89	\x0F 
blk:game2:35:90	 \x0Ais\x0Aare\x0A filled full of lead taking 
blk:game2:35:91	ignites \x0F 
blk:game2:35:92	drills an opening in \x0F 
blk:game2:35:93	immolates \x0F 
blk:game2:35:94	 but fail\x0As\x0A\x0A to inflict any damage
blk:game2:35:95	 drills 
blk:game2:35:96	 blazes away at 
blk:game2:35:97	 sprays 
blk:game2:35:98	 triggers a burst at 
blk:game2:35:99	 fries 
blk:game2:35:100	 toasts 
blk:game2:35:101	 and hits for 
blk:game2:35:102	 pummel\x0As\x0A\x0A 
blk:game2:35:103	 batter\x0As\x0A\x0A 
blk:game2:35:104	 claws 
blk:game2:35:105	 mauls 
blk:game2:35:106	 whomps on 
blk:game2:35:107	 pounds at 
blk:game2:35:108	 and shreds \x0Ehim\x0Eher\x0Eit\x0E
blk:game2:35:109	 and peppers \x0Ehim\x0Eher\x0Eit\x0E
blk:game2:35:110	 reducing \x0A\x0Ehim\x0Eher\x0Eit\x0E\x0A\x0F of them\x0A into an undertaker's nightmare
blk:game2:35:111	 reducing \x0A\x0Ehim\x0Eher\x0Eit\x0E\x0A\x0F of them\x0A into a thin red paste
blk:game2:36:1	\x0DReverently written on the wall is the question, "How do you spell relief?"\x0D
blk:game2:36:2	\x0DThe wall is made of smoothly polished obsidian. It is warm to the touch and deep purple in hue.\x0D
blk:game2:36:3	\x0DA huge steel portcullis prevents further movement up the stairs.\x0D
blk:game2:36:4	\x0DThe bronze railing is worked with a serpentine pattern.\x0D
blk:game2:36:5	\x0DThe gray marble stairs lead from the Outer Sanctum to the Inner Sanctum above.\x0D
blk:game2:36:6	\x0DYou stumble and bark your shins.\x0D
blk:game2:36:7	\x0DThe north end of the Sanctum ends in broad marble steps heading up.\x0D
blk:game2:36:8	\x0DThe Outer Sanctum of the Guardians' Citadel is massive and decorated with items from the time before the holocaust.\x0D
blk:game2:36:9	\x0DA narrow hallway burrows more deeply into the Citadel to the north.\x0D
blk:game2:36:10	\x0DYour passage is blocked by a steel jail doorwith a thick lock held in place by heavy steel bars.\x0D
blk:game2:36:11	\x0DThe door is horribly twisted and melted, and there is no sign of the lock at all.\x0D
blk:game2:36:12	\x0DBright silver scars mark where heavy tools dented and crushed the lock on this door in opening it.\x0D
blk:game2:36:13	The Guardian jailers rise up and cry out in surprise as you enter the room.\x0D
blk:game2:36:14	The Guardians in here have their weapons drawn and chuckle as you enter the room.\x0D
blk:game2:36:15	\x0DThe door blocking your path is stout and constructed of thick wood bound by iron. It is locked.\x0D
blk:game2:36:16	\x0DYour attempt at opening the door, however humble it may have been, is successful.\x0D
blk:game2:36:17	\x0DThe door resists your attempt to open it.\x0D
blk:game2:36:18	\x0DSplinters and fragments of wood hanging upon fireblack hinges are all that remain of the door that once was here.\x0D
blk:game2:36:19	\x0DThe badly battered remnants of a door sag against the wall.\x0D
blk:game2:36:20	A sizzling blade slices by you as you enter the room. The proton ax, in the hands of a giant, tears a chunk out of the wall.\x0D
blk:game2:36:21	\x0DAcross the room you see the massive crank for raising the portcullis above into the Inner Sanctum.\x0D
blk:game2:36:22	\x0DThe portcullis crank is a large wheel with many handles. It's chains wrap around the axle and run up into the ceiling.\x0D
blk:game2:36:23	\x0DThe wheel turns and you hear the sound of the portcullis moving above you.\x0D
blk:game2:36:24	\x0DTry as you might you cannot budge the wheel.\x0D
blk:game2:36:25	A male Guardian leaps at you, and behind him rushes in a woman to attack.\x0D
blk:game2:36:26	\x0DThis door has a curious sign on it. "I am meditating. Disturb me at the peril of your life."\x0D
blk:game2:36:27	\x0DOpen doorway.\x0D
blk:game2:36:28	\x0DYou hear a loud *BOOM* as a gently lofted satchel charge lands at your feet and explodes.\x0D
blk:game2:36:29	\x0DYou manage to leap back from the doorway as the explosion flames the whole junction of corridors there.\x0D
blk:game2:36:30	\x0DTriangular blades of hardened tungsten flash and arc out at you. They are capable of piercing armor!\x0D
blk:game2:36:31	An old Guardian looks up. "Never taught you Rangers to read, did they?" He picks up a chainsaw. "Let us fight."\x0D
blk:game2:36:32	\x0DThe pillar is carved of sandstone and is more ornamental than functional as a support.\x0D
blk:game2:36:33	\x0DWritten in a strong hand on this wall is the affirmation "Soup is good food!"\x0D
blk:game2:36:34	From behind a stack of old books a monkish Guardian leaps up and attacks you!\x0D
blk:game2:36:35	\x0DThis room is packed with thousands of books. Many predate the bomb!\x0D
blk:game2:36:36	\x0DThe books on this shelf are rather old and organized by subject. They are of no interest to you.\x0D
blk:game2:36:37	\x0DThe leather bindings of some books crumble beneath your touch. These books are mostly fiction.\x0D
blk:game2:36:38	\x0DYou've found the technical section of the library!\x0D
blk:game2:36:39	A black-haired warrior woman leaps up and blazes away at you!\x0D
blk:game2:36:40	\x0DA hidden Guardian erupts from behind a partition and sprays you with laser fire!\x0D
blk:game2:36:41	\x0DThe dead Guardian's body looks odd to you for some reason.\x0D
blk:game2:36:42	\x0DYou see light glint off a gold and onyx ring on his hand.\x0D
blk:game2:36:43	\x0DYou detect a strange bulge on the Guardian's waistline. It could be a bomb.\x0D
blk:game2:36:44	\x0DThe bundle of plastic explosive hidden on the Guardian's abdomen detonates!\x0D
blk:game2:36:45	\x0D***BOOM*** Shards of armor piercing shrapnel sizzle through the air!\x0D
blk:game2:36:46	\x0DIt was nerve-wracking, but you did it. The bomb has been successfully disarmed.\x0D
blk:game2:36:47	\x0DThis cot is neat and orderly. A blue woolen blanket covers starched white sheets.\x0D
blk:game2:36:48	\x0DThis bed has a bright red blanket thrown over it and still has the depression of a body in the center of it.\x0D
blk:game2:36:49	A Guardian rolls from beneath the bunk, his gun chattering and raining lead all around you.\x0D
blk:game2:36:50	\x0DThis Guardian is not quite dead. He motions for you to come closer. His lips move but you cannot hear his whisper.\x0D
blk:game2:36:51	\x0DReading books.\x0D
blk:game2:36:52	\x0DYou kneel and bend to hear his final words. His fingers lock around your throat. "Die infidel!" he screams as he wraps his hands around your throat. His grip is as strong as iron. Blood pounds at your temples as he grins and tries to choke you to death! You must break free!\x0D
blk:game2:36:53	\x0DYou grab his wrists and shatter his grip! The grin dies on his face and, broken-hearted, he dies.\x0D
blk:game2:36:54	\x0DYou tear at his wrists but cannot break his grip!\x0D
blk:game2:36:55	\x0DThough you could not break his grip, the exertion has finished him. His grip slackens and his hands fall.\x0D
blk:game2:36:56	\x0DYou see the word "Rosebud" scrawled on a piece of paper you pulled from beneath the mattress.\x0D
blk:game2:36:57	\x0DNothing happens.\x0D
blk:game2:36:58	\x0DNarrow shooting ports are carved into the wall here.\x0D
blk:game2:36:59	\x0DThe chapel altar has a bronze triptych on the front that depicts the rise, fall and resurrection of Man.\x0D
blk:game2:36:60	\x0DThe center plate in the triptych is loose and behind it you find a small alcove where relics have been stored.\x0D
blk:game2:36:61	Withering missile fire rains out from hidden slits in the wall.\x0D
blk:game2:36:62	\x0DThis appears to be a small Guardian chapel. It is dark and the walls are painted with grotesque portraits.\x0D
blk:game2:36:63	\x0DSomeone stepped on a hidden switch and triggered a fiery explosion in this secton of hallway!\x0D
blk:game2:36:64	A surprised woman looks up from her desk, then lunges for a gun!\x0D
blk:game2:36:65	A huge, enraged man raises an energy rifle and fires!\x0D
blk:game2:36:66	A rather surprised man looks up from a poker table. "Deal me out," he says as he draws his gun.\x0D
blk:game2:36:67	\x0DRead paragraph 162.\x0D
blk:game2:36:68	"Please help me get out of here."\x0D
blk:game2:36:69	\x07There are many books to read here.\x0D
blk:game2:36:70	\x0B attacks
blk:game2:36:71	\x0B triggers
blk:game2:36:72	\x0B's gun lets fly
blk:game2:36:73	Bright energy streams from \x0B
blk:game2:36:74	\x0B burns a clip
blk:game2:36:75	\x0B chucks an explosive charge
blk:game2:36:76	\x0B fires a rocket
blk:game2:36:77	hits \x0F 
blk:game2:36:78	 for 
blk:game2:36:79	nails \x0F 
blk:game2:36:80	\x0F 
blk:game2:36:81	 \x0Ais\x0Aare\x0A stitched full of bullets for 
blk:game2:36:82	bores through \x0F 
blk:game2:36:83	punches a hole in \x0F 
blk:game2:36:84	incinerates \x0F 
blk:game2:36:85	 but fail\x0As\x0A\x0A to inflict any damage
blk:game2:36:86	 drills 
blk:game2:36:87	 blazes away at 
blk:game2:36:88	 sprays 
blk:game2:36:89	 triggers a burst at 
blk:game2:36:90	 fries 
blk:game2:36:91	 toasts 
blk:game2:36:92	 and hits for 
blk:game2:36:93	 batter\x0As\x0A\x0A 
blk:game2:36:94	 wallop\x0As\x0A\x0A 
blk:game2:36:95	 claws 
blk:game2:36:96	 bashes 
blk:game2:36:97	 whomps on 
blk:game2:36:98	 pounds at 
blk:game2:36:99	 and rips \x0Ehim\x0Eher\x0Eit\x0E to shreds
blk:game2:36:100	 and frags \x0Ehim\x0Eher\x0Eit\x0E
blk:game2:36:101	 ripping \x0A\x0Ehim\x0Eher\x0Eit\x0E\x0A\x0F of them\x0A into a scarlet side of meat
blk:game2:36:102	 reducing \x0A\x0Ehim\x0Eher\x0Eit\x0E\x0A\x0F of them\x0A into ground round
blk:game2:36:103	 
blk:game2:38:1	\x0DThis is the Temple of the Servants of the Mushroom cloud. Faded posters line the walls.\x0D
blk:game2:38:2	\x0DThe side halls are dim and quiet. The north bright and quiet.\x0D
blk:game2:38:3	\x0DYou hear the sounds of meditation.\x0D
blk:game2:38:4	\x0DThis is a small meditation room, with a painting on the far wall.\x0D
blk:game2:38:5	\x0DLoud chanting of many different mantras rolls forth from the room in front of you.\x0D
blk:game2:38:6	\x0DThis is a clothing storage room.\x0D
blk:game2:38:7	\x0DA sign drops from the ceiling. It reads THIS WAY OUT.\x0D
blk:game2:38:8	\x0D"May the Great Glow guide you in your travels."\x0D
blk:game2:38:9	\x0D"Go away, you vile infidels."\x0D
blk:game2:38:10	\x0D"You call that a gift?"\x0D
blk:game2:38:11	\x0DThis high security door looks very strong.\x0D
blk:game2:38:12	\x0DYou climb over the rubble.\x0D
blk:game2:38:13	\x0DYou have spotted a hidden door in the wall.\x0D
blk:game2:38:14	\x0DThis is a locked steel door.\x0D
blk:game2:38:15	\x0DEntering Nuclear First Aid.\x0D
blk:game2:38:16	\x0DEntering the Center of Holy Knowledge.\x0D
blk:game2:38:17	\x0DThe way is blocked by a heavy steel doors.\x0D
blk:game2:38:18	You have stepped on some bare wires.\x0D
blk:game2:38:19	You touched some exposed components.\x0D
blk:game2:38:20	\x0DYour abilities tell you that it would be unsafe to move farther in this electrical room.\x0D
blk:game2:38:21	\x0DThis is the half-human Temple Guardians' quarters.\x0D
blk:game2:38:22	\x0DYou have successfully welded it shut.\x0D
blk:game2:38:23	\x0DYou cut through the weld and opened it.\x0D
blk:game2:38:24	\x0DThere are open portholes in the walls.\x0D
blk:game2:38:25	"Oh great Plank, you are constant. Help me meditate."\x0D
blk:game2:38:26	This woman glows with a purple-white radiance.\x0D
blk:game2:38:27	A robed and bald young lad looks at you.\x0D
blk:game2:38:28	Hideous almost human Temple guards face you.\x0D
blk:game2:38:29	\x0DThe door is all over the place, in little pieces.\x0D
blk:game2:38:30	\x0DA battered door hangs from one hinge.\x0D
blk:game2:38:31	\x0DAn open door.\x0D
blk:game2:38:32	\x0D"Nrc Nrc Nrc."\x0D
blk:game2:38:33	\x0DYou hear in the distance, "Nuke 'em till they glow, and shoot 'em in the dark."\x0D
blk:game2:38:34	"Speak the name of the Holy One."\x0D
blk:game2:38:35	EINSTEIN
blk:game2:38:36	OPPENHEIMER
blk:game2:38:37	"Do you seek the Great Glow?"\x0D\x0D\x11\x10Yes\x0D\x10No\x0D
blk:game2:38:38	Y
blk:game2:38:39	N
blk:game2:38:40	"Did you bring a gift?"\x0D\x0D\x11\x10Yes\x0D\x10No\x0D
blk:game2:38:41	"What is your gift?"\x0D
blk:game2:38:42	BLOODSTAFF
blk:game2:38:43	\x0DAll that is left of the Radiation Angel is a pile of glowing dust.\x0D
blk:game2:38:44	\x0DMassive electronic equipment hums and clicks all around you.\x0D
blk:game2:38:45	\x0DThe concrete walls glow with a faint blue radiance.\x0D
blk:game2:38:46	\x0DThe walls of the reactor core are hot to the touch.\x0D
blk:game2:38:47	\x0DThis is a picture of a fuzzy haired old man. The plaque next to it reads, "Einstein gave us the theory."\x0D
blk:game2:38:48	\x0DThis picture shows a distinguished middle aged man. The plaque under it reads, "Oppenheimer, the father of the bomb."\x0D
blk:game2:38:49	\x0DThe picture on the wall is of a man in very odd clothes. Written on the picture is the message, "Plank is always constant. h=6.626 X 10-34 J sec."\x0D
blk:game2:38:50	\x0D"Come forward and show yourselves."\x0D
blk:game2:38:51	\x0DYou are being attacked from all sides as portholes open in the walls around you.\x0D
blk:game2:38:52	\x0D"Welcome to our Temple. Enter and Learn."\x0D
blk:game2:38:53	\x0DElectrical Generators.\x0D
blk:game2:38:54	\x0DCooling Controls.\x0D
blk:game2:38:55	\x0DCoolant Processing.\x0D
blk:game2:38:56	\x0DTac Nuc Manufacturing.\x0D
blk:game2:38:57	\x0DControl Room.\x0D
blk:game2:38:58	\x07Welcome to Nuclear First Aid.\x0D
blk:game2:38:59	\x07Welcome to the Center of Holy Knowledge.\x0D
blk:game2:38:60	\x0DWatching you from this corner is an armored camera.\x0D
blk:game2:38:61	\x0DThis dusty hallway has not been used in a long time.\x0D
blk:game2:38:62	\x0D"Move to your left so I can see you."\x0D
blk:game2:38:63	\x0D"Please don't hurt me. I don't wanna join. I'm warning you. Don't come any closer or you'll be nuked."\x0D
blk:game2:38:64	"Please leave me alone."\x0D
blk:game2:38:65	\x0DFIRST AID.\x0D
blk:game2:38:66	\x0DTECHNICAL TRAINING.\x0D
blk:game2:38:67	\x0DA burned-out camera isn't looking at you.\x0D
blk:game2:38:68	A wimp of a Nuke Tech is working at the controls.\x0D
blk:game2:38:69	\x0DDusty and unused, these weapons are falling apart.\x0D
blk:game2:38:70	\x0DThat did not affect the camera.\x0D
blk:game2:38:71	\x0D"Yes I'll join you. My name is Dr. Michael Scott. My specialty is fixing up people."\x0D
blk:game2:38:72	\x0DThe boiling hot pipes are hidden by a dense cloud of steam, the freezing cold pipes are covered with ice.\x0D
blk:game2:38:73	\x0DGet off that table! You don't sit on tables at home do you!?\x0D
blk:game2:38:74	\x0DYou find only dust when you look here.\x0D
blk:game2:38:75	\x0DThe door easily pushes open at your touch.\x0D
blk:game2:38:76	\x0DThe intense cold of the pipes causes you to stumble back.\x0D
blk:game2:38:77	\x0DWaves of heat cause you to fall to the floor.\x0D
blk:game2:38:78	\x0DThis electronic panel full of dials and gauges looks like the cooling pump controls.\x0D
blk:game2:38:79	\x0DThe dials and gauges all fall to zero as the pumps slow to a halt.\x0D
blk:game2:38:80	\x0DYou don't know enough about machines to be playing with this equipment.\x0D
blk:game2:38:81	\x0DThe dials and gauges on the panel are all at zero.\x0D
blk:game2:38:82	\x0DThe pumps grind their way to up full speed as the gauges and dials spring to life.\x0D
blk:game2:38:83	\x0DThis door has been deliberately welded shut.\x0D
blk:game2:38:84	\x0DOops! You blasted a hole in the door. Now radioactive sludge is flowing out toward you.\x0D
blk:game2:38:85	\x0DWhew! You almost opened the door.\x0D
blk:game2:38:86	A doctor stands to greet you.\x0D
blk:game2:38:87	\x0DThe ice on these pipes has melted into pools of water.\x0D
blk:game2:38:88	\x0DThe steam has condensed on these pipes, and run off on to the floor.\x0D
blk:game2:38:89	\x0DThe water on the floor has shorted out this panel.\x0D
blk:game2:38:90	\x0DThis is a poster of a man in T-shirt and shorts typing at a computer. The plaque under the picture reads STANCE THE GREAT MAP MAKER.\x0D
blk:game2:38:91	\x0DA brightly glowing grenade flies over your head and explodes behind you.\x0D
blk:game2:38:92	\x0DYou hear ominous sounds as the pumps shut down.\x0D
blk:game2:38:93	\x0DALERT! ALERT! Cooling system failure evacuate immediately.\x0D
blk:game2:38:94	\x0DThe sounds of liquid flowing through the pipes is music to your ears.\x0D
blk:game2:38:95	\x0DWARNING! Reactor meltdown will require destruction of all passages to prevent radioactive spread.\x0D
blk:game2:38:96	\x0DA huge explosion knocks you to the ground as the hall behind you caves in.\x0D
blk:game2:38:97	A raggedly group of religious zealots face you.\x0D
blk:game2:38:98	The tall lovely priestess pulls a laser pistol from her robes.\x0D
blk:game2:38:99	\x0DYou could make out what they were saying if you moved closer.\x0D
blk:game2:38:100	\x0D"STOP THERE! Do not come any closer!" Charmaine demands. Even though she is glowing purple, she has got to be the most beautiful woman you have ever seen.\x0D
blk:game2:38:101	\x0D"Never snub me in that manner."\x0D
blk:game2:38:102	\x0D"Go to the meditation rooms and learn."\x0D
blk:game2:38:103	\x0DRead paragraph 129.\x0D
blk:game2:38:104	\x0D"Thank you for the Bloodstaff." Read paragraph 76.\x0D
blk:game2:38:105	\x0D"I do not want to see anyone right now."\x0D
blk:game2:38:106	\x0D"I see that you do not have the Bloodstaff."\x0D
